   121/599     1.63G   0.03437      0.02  0.002298   0.05667        23       640    0.9387    0.8935      0.92    0.4661   0.03947   0.02491  0.002286
   122/599     1.63G   0.03105   0.02044  0.001965   0.05346        30       640    0.9262    0.8806    0.9089    0.4592   0.03942   0.02666  0.002846
   123/599     1.63G   0.03062   0.01992  0.002425   0.05297        15       640    0.9388    0.8777    0.9125    0.4654   0.03937   0.02649  0.005293
   124/599     1.63G   0.03029   0.02037  0.002201   0.05286        23       640    0.9472    0.8926    0.9136    0.4485   0.03992   0.02597  0.005581
   125/599     1.63G   0.03111   0.01936  0.002341   0.05282        16       640    0.9039    0.8956    0.9003    0.4328   0.04102   0.02715   0.00576
   126/599     1.63G   0.03237   0.02064  0.002127   0.05515        11       640    0.8934    0.8864    0.8891    0.4246   0.04254   0.02537  0.003033
   127/599     1.63G   0.03389   0.01945  0.002365    0.0557        15       640    0.8877    0.8881     0.888     0.442   0.04106   0.02529  0.002773
   128/599     1.63G   0.03142   0.02038  0.002437   0.05424        18       640    0.9303    0.8571    0.9044      0.44   0.04162   0.02718  0.005759
   129/599     1.63G   0.03274   0.02059  0.002214   0.05554        20       640    0.9337    0.8439     0.894    0.4358   0.04221   0.02758  0.004223
   130/599     1.63G   0.03072    0.0207  0.002188   0.05361        28       640    0.8547    0.8963    0.8964    0.4512   0.04032    0.0265  0.002699
   131/599     1.63G     0.032   0.02094  0.003168    0.0561        15       640    0.8996    0.7716    0.8226    0.4029   0.04582    0.0287   0.01117
   132/599     1.63G   0.03151   0.02074  0.002109   0.05436        30       640    0.8774    0.8854    0.8855    0.4347      0.04   0.02721  0.007611
   133/599     1.63G   0.03148   0.02158  0.002199   0.05527        26       640    0.9172    0.8502    0.8836    0.4302   0.04039   0.02732  0.008618
   134/599     1.63G   0.03144   0.02076  0.002165   0.05437        25       640    0.9134    0.8896    0.9075    0.4396   0.03851   0.02621  0.005194
   135/599     1.63G   0.03173   0.02006  0.002854   0.05464        18       640    0.9509    0.8599    0.9056    0.4231    0.0411   0.02751  0.007057
   136/599     1.63G   0.03415   0.02144  0.002414     0.058        18       640    0.9071    0.8517    0.8763    0.4275   0.04386    0.0288  0.009557
   137/599     1.63G   0.03247   0.02148  0.002413   0.05636        20       640    0.8774    0.8468    0.8688    0.4121   0.04272   0.02727  0.008221
   138/599     1.63G   0.03221   0.02165  0.002469   0.05633        18       640    0.8967    0.6956    0.7809     0.384   0.04731   0.03595  0.008658
   139/599     1.63G   0.03236   0.02078  0.002633   0.05578        28       640    0.8664    0.8179    0.8504    0.4235   0.04275   0.02867  0.005439
   140/599     1.63G   0.03263   0.02251  0.002598   0.05773        20       640    0.8875    0.5608    0.6728    0.3218   0.05881   0.04249   0.01118
   141/599     1.63G   0.03376   0.02278  0.002609   0.05915        13       640    0.8694    0.6055    0.6898    0.3158   0.05361   0.04709   0.01058
   142/599     1.63G   0.03376   0.02231  0.002743   0.05881        13       640    0.8659    0.6044    0.6751    0.3041   0.05505   0.04317   0.01201
   143/599     1.63G   0.03319   0.02233   0.00257   0.05809        19       640     0.872    0.6513    0.7297    0.3429   0.04683    0.0383  0.007797
   144/599     1.63G   0.03403    0.0217  0.002801   0.05852        22       640    0.8091    0.6671    0.6982    0.2887   0.04997   0.03381  0.009411
   145/599     1.63G   0.03506   0.02562  0.002955   0.06364        14       640    0.7327    0.5931    0.6182    0.2345   0.05721   0.04033   0.01505
   146/599     1.63G    0.0356   0.02501  0.002693   0.06331        32       640    0.8116    0.5456    0.6131    0.2895   0.05343   0.04394   0.02193
   147/599     1.63G   0.03589   0.02372  0.002585    0.0622        20       640     0.485    0.2417     0.196   0.08567   0.07433   0.06853   0.05739
   148/599     1.63G   0.03461   0.02417  0.002756   0.06154        20       640    0.8007    0.5244    0.6256     0.262    0.0518   0.04733   0.01914
   149/599     1.63G   0.03551   0.02411  0.002851   0.06247        14       640    0.6648    0.5945    0.5887    0.2021   0.05745   0.06011   0.01945
   150/599     1.63G   0.03557   0.02367   0.00258   0.06182        16       640    0.7733    0.5528    0.6383    0.2726   0.05791    0.0499   0.02875
   151/599     1.63G   0.03714    0.0234  0.002866    0.0634        15       640    0.6935    0.6057    0.6123    0.2373   0.06512   0.03999   0.03865
   152/599     1.63G   0.03594   0.02466  0.003449   0.06405         8       640    0.7986    0.4486    0.5163    0.2038   0.07122   0.04549    0.0455
   153/599     1.63G    0.0365   0.02411  0.003226   0.06384        19       640    0.6407     0.316    0.3389    0.1095   0.08001     0.058   0.05365
   154/599     1.63G    0.0367   0.02572  0.003179    0.0656        18       640    0.5433   0.09945   0.08699   0.02001   0.09535   0.06695    0.0763
   155/599     1.63G    0.0374   0.02566  0.003757   0.06682        22       640     0.175   0.01238   0.01137  0.004327   0.09151   0.08658    0.1135
   156/599     1.63G   0.04241   0.02902  0.003665   0.07509        14       640   0.03173   0.02684  0.008122  0.002147   0.09481   0.06317    0.1205
   157/599     1.63G   0.04032   0.02752  0.004571   0.07241        18       640    0.5573    0.3637    0.3365    0.1021   0.08337    0.0441   0.06341
   158/599     1.63G   0.04011   0.02751  0.003586    0.0712        19       640    0.4114    0.2725    0.2609     0.085   0.08343    0.0451    0.0563
   159/599     1.63G   0.03919   0.02786  0.003956   0.07101        12       640 1.305e-05  0.002041 2.026e-07 2.026e-08   0.09834   0.05501    0.0793
   160/599     1.63G   0.04227   0.02957  0.004647   0.07649        10       640    0.2001  0.009571  4.04e-06 9.044e-07   0.09892   0.05618   0.09883
   161/599     1.63G    0.0454   0.02968  0.005241   0.08032        13       640 8.559e-05  0.001724 1.164e-06 1.164e-07     0.103   0.04533    0.0817
   162/599     1.63G   0.04588   0.03128  0.005946   0.08312        27       640    0.2655  0.001724 0.0003474 6.992e-05    0.1024   0.06953    0.1043
   163/599     1.63G   0.04619   0.03231   0.00537   0.08387        10       640    0.3529    0.2311    0.1456   0.03587   0.09204   0.04869   0.07243
   164/599     1.63G    0.0464   0.03285  0.005159   0.08441        13       640         0         0         0         0    0.1008     0.411   0.08379
   165/599     1.63G   0.05072   0.03518  0.007446   0.09334        13       640         0         0         0         0    0.1052     3.894    0.1102
   166/599     1.63G   0.05357   0.03841  0.006899   0.09888         9       640 9.637e-05  0.005172 5.662e-06 7.461e-07    0.1104     0.222   0.08433
