   113/599     6.73G   0.03518   0.02005  0.002207   0.05743       186       640     0.907    0.9068    0.9087    0.4308    0.0441   0.02241  0.002824
   114/599     6.73G   0.03363   0.02037  0.002169   0.05617       171       640    0.9373    0.8821    0.9067    0.4218   0.04491   0.02376    0.0043
   115/599     6.73G   0.03546   0.01982    0.0021   0.05739       186       640    0.9209    0.8707    0.9011    0.4132   0.04516    0.0243  0.003332
   116/599     6.73G   0.03445    0.0195  0.002206   0.05616       170       640    0.9383    0.9051     0.924    0.4414   0.04501   0.02226  0.003905
   117/599     6.73G   0.03406   0.02007  0.001854   0.05599       182       640    0.9377    0.9029     0.914    0.4355   0.04385   0.02247  0.004163
   118/599     6.73G   0.03354   0.01986  0.002071   0.05546       176       640    0.9391    0.8946    0.9168    0.4394   0.04506   0.02319  0.003272
   119/599     6.73G   0.03539   0.01982  0.002438   0.05765       236       640    0.9442    0.8871     0.922    0.4388   0.04407   0.02301  0.003951
   120/599     6.73G   0.03304   0.01995  0.001948   0.05493       137       640    0.9391    0.9192     0.926    0.4329   0.04368    0.0223   0.00332
   121/599     6.73G   0.03401   0.01958  0.002171   0.05576       160       640    0.9326    0.8985      0.92    0.4312   0.04359   0.02214  0.004335
   122/599     6.73G   0.03404   0.01925  0.002006    0.0553       165       640    0.9175    0.8662    0.8975    0.4242   0.04516   0.02339  0.003144
   123/599     6.73G   0.03539   0.01944  0.002056   0.05689       160       640    0.9062    0.8654    0.8972    0.4136   0.04586   0.02401  0.002499
   124/599     6.73G   0.03445   0.01991  0.002222   0.05659       141       640    0.8803     0.854    0.8792    0.3951   0.04879   0.02476  0.002905
   125/599     6.73G   0.03488   0.01994  0.001968   0.05678       184       640     0.912     0.887    0.9117    0.4307   0.04525   0.02316  0.004162
   126/599     6.73G   0.03392   0.01935  0.002105   0.05538       133       640    0.9323    0.8789    0.9103    0.4237   0.04572   0.02252  0.004032
   127/599     6.73G    0.0348   0.02007  0.002068   0.05694       181       640    0.9078    0.8834    0.9059    0.4104   0.04816   0.02373  0.002855
   128/599     6.73G   0.03405   0.02035  0.002082   0.05649       177       640    0.9166    0.8595    0.8989    0.4224   0.04577   0.02573  0.003611
   129/599     6.73G   0.03512   0.02029  0.002138   0.05755       193       640    0.9348    0.8858    0.9039     0.441   0.04348   0.02384  0.003547
   130/599     6.73G   0.03432   0.01963  0.002393   0.05634       113       640    0.9212    0.8984     0.925    0.4355   0.04407   0.02251   0.00392
   131/599     6.73G   0.03338   0.01944  0.002187   0.05501       156       640    0.9112    0.8947      0.91    0.4351    0.0454   0.02325  0.003655
   132/599     6.73G    0.0329   0.01906  0.001844    0.0538       178       640    0.9267     0.899    0.9087    0.4396   0.04409   0.02361   0.00312
   133/599     6.73G   0.03331   0.01905  0.001932   0.05429       138       640    0.9256    0.8867    0.9059     0.421    0.0454   0.02427  0.003894
   134/599     6.73G   0.03347   0.01955   0.00182   0.05484       182       640     0.913    0.8841    0.9175    0.4358    0.0439    0.0223  0.002769
   135/599     6.73G   0.03311   0.01846  0.001941   0.05352       146       640    0.9267    0.9011    0.9202    0.4302   0.04367   0.02214  0.003157
   136/599     6.73G   0.03262   0.02008  0.002045   0.05474       173       640    0.9324    0.8906    0.9111    0.4048   0.04501    0.0237  0.003533
   137/599     6.73G   0.03356   0.01938  0.001983   0.05492       145       640     0.929    0.9132    0.9252    0.4284   0.04322   0.02302  0.002341
   138/599     6.73G   0.03259   0.01921  0.001835   0.05363       138       640    0.9236     0.904    0.9134    0.4312   0.04482   0.02247  0.002646
   139/599     6.73G   0.03287    0.0187  0.001838    0.0534       163       640    0.9319    0.8946    0.9186    0.4419   0.04373   0.02245  0.002149
